№ ТРАНСАКЦІЇ;ДАТА;КОД ПЛАТНИК;НАЗВА ПЛАТНИКА;МФО ПЛАТНИКА;БАНК ПЛАТНИКА;КОД ОДЕРЖУВАЧ;НАЗВА ОДЕРЖУВАЧ;МФО ОДЕРЖУВАЧ;БАНК ОДЕРЖУВАЧ;СУМА;ПРИЗНАЧЕННЯ ПЛАТЕЖУ
10772026;24.12.2015;38621185;МОН України;820172;ДКСУ;14360570;ПАТ КБ"ПРИВАТ БАНК";320649;Ф"РОЗРАХ.ЦЕНТР"ЗАТКБ ПРИВАТБАНКУ, КИЇВ;1473132,03;"#2201010#,#2111#,#Перерахування зароб.плати за грудень 2015р.на карт.рах.#,#Зг.Дог.14321000029вiд07.04.2014р.#"
9793287;17.12.2015;38621185;МОН України;820172;ДКСУ;00032112;АТ "Укрексiмбанк";322313;ВАТ "ДЕРЖ.ЕКСП.-ІМ.БАНК УКРАЇНИ", КИЇВ;1169600,00;"#2201380#,#2630#,#Пер.кошт.на куп.iн.вал.для спл.мiжн.вн.до EUREKA за 2014-15#,#рах.13/051,14/049вiд 26.10.15,розр.№1 10.12.15Пост.КМУвiд13.09.02№1371#,#безПДВ#"
8474574;04.12.2015;38621185;МОН України;820172;ДКСУ;22900497;ДП "Базовий центр критичних технологiй;322313;ВАТ "ДЕРЖ.ЕКСП.-ІМ.БАНК УКРАЇНИ", КИЇВ;1150000,00;"#2201040#,#2281#,#Попередня оплата етапу №1 на вик. НТР#,#зг.дог.10.11.15 №ДЗ/191-2015#,#без ПДВ#"
6880683;20.11.2015;38621185;МОН України;820172;ДКСУ;02070921;НТУУ"КПI";820019;ГУДКСУ у м.Києві;1047900,00;"#2201040#,#2281#,#Попередня оплата етапу №1 на виконання НТР#,#згiдно договору вiд 30.10.2015 р. № ДЗ/37-2015, ККДБ 25010100#,#без ПДВ#"
8474145;04.12.2015;38621185;МОН України;820172;ДКСУ;04713033;"Пiвденно-Захiдна залiзниця";322959;АКЦІОНЕРНИЙ БАНК "ЕКСПРЕС-БАНК";1000650,00;"#2201200#,#2730#,#Вiдш.пiльг.пер.студ.#,#.дог 23.03.2015р №ПЗ/Л-155434/НЮ, акт 08.05.15р № 2-155434 за лютий 15р#,#в т.ч.ПДВ-166775,00 грн#"
6880874;20.11.2015;38621185;МОН України;820172;ДКСУ;14316161;ДП "Дослiдно-констр.бюро Авiацiї";322313;ВАТ "ДЕРЖ.ЕКСП.-ІМ.БАНК УКРАЇНИ", КИЇВ;1000000,00;"#2201040#,#2281#,#Попередня оплата етапу №1 на виконання НТР#,#згiдно договору вiд 30.10.2015 р. № ДЗ/62-2015#,#без ПДВ#"
8474303;04.12.2015;38621185;МОН України;820172;ДКСУ;01059900;Львiвська залiзниця;325796;Львів Операційний відділ Ощадбанку;999975,00;"#2201200#,#2730#,#Вiдш.пiльг.пер.студ.#,#.дог 07.04.15р №Л/Л-15498п/НЮ, акт 08.05.15р №2-15498 за лютий 15р#,#в т.ч.ПДВ-166662,50 грн#"
6881610;20.11.2015;38621185;МОН України;820172;ДКСУ;14234523;ТОВ "Наук.-вироб. пiд-во "Метекол"";353553;ЧЕРНІГІВ ОБЛУПР-Я ВАТ "ДЕРЖ.ОЩАДБАHК";991000,00;"#2201040#,#2281#,#Попередня оплата етапу №1 на виконання НТР#,#згiдно договору вiд 30.10.2015 р. № ДЗ/41-2015#,#без ПДВ#"
7877845;27.11.2015;38621185;МОН України;820172;ДКСУ;14360570;ПАТ КБ"ПРИВАТ БАНК";320649;Ф"РОЗРАХ.ЦЕНТР"ЗАТКБ ПРИВАТБАНКУ, КИЇВ;948517,92;"#2201010#,#2111#,#Перерахування зароб.плати за листопад 2015р.на карт.рах.#,#Зг.Дог.14321000029вiд07.04.2014р.#"
4546923;28.10.2015;38621185;МОН України;820172;ДКСУ;14360570;ПАТ КБ"ПРИВАТ БАНК";320649;Ф"РОЗРАХ.ЦЕНТР"ЗАТКБ ПРИВАТБАНКУ, КИЇВ;931417,08;"#2201010#,#2111#,#Перерахування зароб.плати за жовтень 2015р.на карт.рах.#,#Зг.Дог.14321000029вiд07.04.2014р.#"
