№ ТРАНСАКЦІЇ;ДАТА;КОД ПЛАТНИК;НАЗВА ПЛАТНИКА;МФО ПЛАТНИКА;БАНК ПЛАТНИКА;КОД ОДЕРЖУВАЧ;НАЗВА ОДЕРЖУВАЧ;МФО ОДЕРЖУВАЧ;БАНК ОДЕРЖУВАЧ;СУМА;ПРИЗНАЧЕННЯ ПЛАТЕЖУ
400747;14.09.2015;26252928;Держ.фонд фундаметальних досліджень;820019;ГУДКСУ у м.Києві;38621185;Мiнiстерство освiти i науки України;820172;ДКСУ;17288,63;"#2201040#,#2271#,#Вiдшкод.витр.за теплопостач. 01- 04.15р.#,#зг.д/у №1 вiд 07.08.15р, дог.4 вiд 22.06.15р.,акт. №30 вiд 10.09.15р.#,#Без ПДВ#"
1569323;28.09.2015;02070915;Нацiональний транспортний унiверситет;820019;ГУДКСУ у м.Києві;38621185;Мiнiстерство освiти i науки України;820172;ДКСУ;13422,33;"##Перерахув.коштiв повернутих кредитiв за xxxxр.зг.постанов.КМУ вiд 16.03.03.в установи вищого рiвня у сумi: xxxx.00 %-694.70 та пеня -471.63грн.#"
481090;15.09.2015;21574751;НАНЦ;820019;ГУДКСУ у м.Києві;38621185;Мiнiстерство освiти i науки України;820172;ДКСУ;6931,35;"#2201410##2281##вiдшкодування витрат за електричну енергiю, КЕКВ 2273, зг.дог.1 вiд 18.02.15##акт 32 вiд 11.09.15##без ПДВ#"
400807;14.09.2015;26252928;Держ.фонд фундаметальних досліджень;820019;ГУДКСУ у м.Києві;38621185;Мiнiстерство освiти i науки України;820172;ДКСУ;4694,03;"#2201040#,#2273#,#Вiдшкод.витрат за електроенергiю 07-08.15р.#,#зг. д/у №1 вiд 07.08.15р.,дог.№4 вiд 22.06.15р.,акт №30 вiд 10.09.15р.#,#Без ПДВ#"
539015;16.09.2015;25736989;Рiвненський держ.гуманiт.унiверситет;833017;ГУДКСУ у Рiвненськiй областi;38621185;Мiнiстерство освiти i науки України;820172;ДКСУ;3270,15;"#xxxx,15#,#Перерахування повернутих студентами пiльгових кредитiв за навчання-xxxx,00%за кредит-165,15#,#зг.Пост.КМУ вiд 16.06.03 №916,п.2#,#без ПДВ#"
855456;21.09.2015;37508596;Мінекономрозвитку України;820172;ДКСУ;38621185;Міністерство освіти і науки України;820172;ДКСУ;3226,77;"#1201010#,#2111#,#Пер.комп.за 10к.д.щоріч.,15к.дод.від.КуришеваЛ.В.под.утр.пов.#,#Зг.нак15.09.15№2178-к#"
922204;22.09.2015;33680120;ТНЕУ;838012;ГУДКСУ у Тернопільській областi;38621185;Мiнiстерство освiти i науки України;820172;ДКСУ;2000,00;"Перерахув. повернутих  держ.цiльов.пiльгових кредитiв#зг.листа МОН №11/67-844 вiд 18.12.06р.#"
1234872;25.09.2015;02125415;КДПУ iм.В.Винниченка;823016;ГУДКСУ у Кіровоградській області;38621185;Мiнiстерство освiти i науки України;820172;ДКСУ;1263,99;"#xxxx#,#xxxx#,#Перерах. поверн.21.09.15р.кредит-xxxx,00грн та вiдсотки-171,99грн#,#ПКМУ№916, 10.06.03р,МОНУ№1/9-791,№11/67-844,18.12.06р#, #без ПДВ#"
2103678;30.09.2015;02070915;Нацiональний транспортний унiверситет;820019;ГУДКСУ у м.Києві;38621185;Мiнiстерство освiти i науки України;820172;ДКСУ;1000,00;"##Перерахув.коштiв повернутих кредитiв за xxxxр.зг.постанов.КМУ вiд 16.03.03.в установи вищого рiвня у сумi: 722,00грн. пеня - 278,00грн.#"
1960125;30.09.2015;21542171;ДФІ в Київській області;821018;ГУДКСУ у Київській області;38621185;Міністерство освіти і науки України;820172;ДКСУ;963,67;"#3505010#,#2111#,#Компенсація відпустки Мельнікова О.О 14 календарних дні#"
